currencyCode,tierMinimumUnits,retailPrice,unitPrice,armRegionName,location,effectiveStartDate,meterId,meterName,productId,skuId,productName,skuName,serviceName,serviceId,serviceFamily,unitOfMeasure,type,isPrimaryMeterRegion,armSkuName
USD,0.0,0.093139,0.093139,westus,US West,2026-08-01T00:00:00Z,00115c07-3649-5b73-bbb6-acbcd5cd3979,EC8ascc v5 Spot,DZH318Z0BDLB,DZH318Z0BDLB/00B1,Virtual Machines ECasccv5 Series Windows,Standard_EC8as_cc_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,Standard_EC8as_cc_v5
USD,0.0,0.636,0.636,westus,US West,2024-09-01T00:00:00Z,00244660-7f58-5126-be57-45bc545e7b46,D16as v6 Low Priority,DZH318Z0DWTF,DZH318Z0DWTF/00V1,Virtual Machines Dasv6 Series Windows,D16as v6 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16as_v6
USD,0.0,0.171,0.171,westus,US West,2024-09-01T00:00:00Z,00244660-7f58-5126-be57-45bc545e7b46,D16as v6 Low Priority,DZH318Z0DWTF,DZH318Z0DWTF/00V1,Virtual Machines Dasv6 Series Windows,D16as v6 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,Standard_D16as_v6
USD,0.0,0.447955,0.447955,westus,US West,2025-09-01T00:00:00Z,002863ec-8875-5475-946a-a2c74a75c8f3,D48as v5 Spot,DZH318Z08W0T,DZH318Z08W0T/00C2,Virtual Machines Dasv5 Series,Standard_D48as_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D48as_v5
USD,0.0,0.206976,0.206976,westus,US West,2025-09-01T00:00:00Z,00287afa-fa62-504b-982f-e75e94b4c7c2,E16a v4/E16as v4 Spot,DZH318Z0CM29,DZH318Z0CM29/00DX,Virtual Machines Eav4 Series,E16a v4 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16a_v4
USD,0.0,1.056,1.056,westus,US West,2025-05-01T00:00:00Z,002c6284-d241-46ab-8f7e-b4c4a1b91622,D13 v2/DS13 v2,DZH318Z0BPVM,DZH318Z0BPVM/0065,Virtual Machines Dv2 Series Windows,D13 v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D13_v2
USD,0.0,0.741,0.741,westus,US West,2025-05-01T00:00:00Z,002c6284-d241-46ab-8f7e-b4c4a1b91622,D13 v2/DS13 v2,DZH318Z0BPVM,DZH318Z0BPVM/0065,Virtual Machines Dv2 Series Windows,D13 v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,Standard_D13_v2
USD,0.0,0.05343,0.05343,westus,US West,2023-06-01T00:00:00Z,002c6a5b-cd2e-5dae-9750-56e00a786921,Standard Zone Redundancy,DZH318Z0HHGR,DZH318Z0HHGR/001W,Azure Managed Grafana,Standard,Azure Grafana Service,DZH315FMNFNH,Developer Tools,1/Hour,Consumption,True,
USD,0.0,0.787,0.787,westus,US West,2026-09-01T00:00:00Z,002f2b11-9bf9-5ee3-80fc-b2c872c6497e,EC16asv6 Low Priority,DZH318Z0F6ZD,DZH318Z0F6ZD/00MR,Virtual Machines ECasv6 series Windows,EC16asv6 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_EC16as_v6
USD,0.0,0.246,0.246,westus,US West,2026-09-01T00:00:00Z,002f2b11-9bf9-5ee3-80fc-b2c872c6497e,EC16asv6 Low Priority,DZH318Z0F6ZD,DZH318Z0F6ZD/00MR,Virtual Machines ECasv6 series Windows,EC16asv6 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,Standard_EC16as_v6
USD,0.0,0.040286,0.040286,westus,US West,2026-02-01T00:00:00Z,002fe875-4dea-5b81-b653-90fa6bf2a9f2,EC2as_v5 Spot,DZH318Z09B66,DZH318Z09B66/0042,ECasv5-series Windows,Standard_EC2as_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_EC2as_v5
USD,0.0,0.023285,0.023285,westus,US West,2026-01-01T00:00:00Z,002fe875-4dea-5b81-b653-90fa6bf2a9f2,EC2as_v5 Spot,DZH318Z09B66,DZH318Z09B66/0042,ECasv5-series Windows,Standard_EC2as_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,Standard_EC2as_v5
USD,0.0,0.000781,0.000781,westus,US West,2026-05-01T00:00:00Z,003753f5-9bc7-5219-a652-6ff22a52e182,3.3 70b Outp FT DZ Tokens,DZH318Z0T9X1,DZH318Z0T9X1/02RQ,Azure Llama Models,3.3 70b Outp FT DZ,Foundry Models,DZH31600VF1F,AI + Machine Learning,1K,Consumption,True,Llama 2-Out-FT
USD,0.0,5.376,5.376,westus,US West,2022-06-01T00:00:00Z,003c102a-24f1-586e-9396-7d67b3b01f51,DC48s_v3,DZH318Z08NR0,DZH318Z08NR0/004C,DCsv3 Series Linux,standard_DC48s_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_DC48s_v3
USD,0.0,37675.0,37675.0,westus,US West,2022-06-01T00:00:00Z,003c102a-24f1-586e-9396-7d67b3b01f51,DC48s_v3,DZH318Z08NR0,DZH318Z08NR0/008K,DCsv3 Series Linux,standard_DC48s_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,Standard_DC48s_v3
USD,0.0,84769.0,84769.0,westus,US West,2022-06-01T00:00:00Z,003c102a-24f1-586e-9396-7d67b3b01f51,DC48s_v3,DZH318Z08NR0,DZH318Z08NR0/008L,DCsv3 Series Linux,standard_DC48s_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,Standard_DC48s_v3
USD,0.0,2.688,2.688,westus,US West,2021-11-01T00:00:00Z,003e3c5c-e15e-5bc2-ba5b-cbc3c8349cba,D48 v4,DZH318Z0D1L4,DZH318Z0D1L4/002S,Virtual Machines Dv4 Series,D48 v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D48_v4
USD,0.0,13846.0,13846.0,westus,US West,2021-11-01T00:00:00Z,003e3c5c-e15e-5bc2-ba5b-cbc3c8349cba,D48 v4,DZH318Z0D1L4,DZH318Z0D1L4/00WS,Virtual Machines Dv4 Series,D48 v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,Standard_D48_v4
USD,0.0,26561.0,26561.0,westus,US West,2021-11-01T00:00:00Z,003e3c5c-e15e-5bc2-ba5b-cbc3c8349cba,D48 v4,DZH318Z0D1L4,DZH318Z0D1L4/00WR,Virtual Machines Dv4 Series,D48 v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,Standard_D48_v4
USD,0.0,0.0,0.0,westus,US West,2019-07-29T00:00:00Z,fa097031-cb86-46b3-b215-166a9882fd6c,Managed Trial Message,DZH318Z0C11S,DZH318Z0C11S/000J,Microsoft Defender for IoT - Managed IoT,Standard Trial,Azure IoT Security,DZH3155XRT6N,Security,25K,Consumption,False,
USD,0.0,2.75,2.75,westus,US West,2025-03-01T00:00:00Z,0041d226-1305-5ded-9076-ef99306e9ab3,file-search-tool-calls-rgnl Calls,DZH318Z0HHG7,DZH318Z0HHG7/1SFR,Azure OpenAI,file-search-tool-calls-rgnl,Foundry Models,DZH31600VF1F,AI + Machine Learning,1K,Consumption,True,file-search-tool-calls-rgnl
USD,0.0,0.559,0.559,westus,US West,2022-10-01T00:00:00Z,00426393-203c-5c74-87cd-a29cf0f75dbe,Standard_D8as_v5 vCore,DZH318Z08VF5,DZH318Z08VF5/09LM,Azure Managed Instance for Apache Cassandra - Compute,Apache_Cassandra_Standard_D8as_v5,Azure Managed Instance for Apache Cassandra,DZH317NW2D37,Databases,1 Hour,Consumption,True,Apache_Cassandra_Standard_D8as_v5
USD,0.0,9.358,9.358,westus,US West,2025-12-01T00:00:00Z,00491587-9188-56de-aa45-3d25a3fe35d3,A1500 Cache Instance,DZH318Z0LKKN,DZH318Z0LKKN/006N,Azure Managed Redis - Flash Optimized,A1500,Redis Cache,DZH314LP4PZS,Databases,1 Hour,Consumption,True,Azure_Managed_Redis_Flash_Optimized_A1500
USD,0.0,53284.0,53284.0,westus,US West,2026-03-01T00:00:00Z,00491587-9188-56de-aa45-3d25a3fe35d3,A1500 Cache Instance,DZH318Z0LKKN,DZH318Z0LKKN/02TS,Azure Managed Redis - Flash Optimized,A1500,Redis Cache,DZH314LP4PZS,Databases,1 Hour,Reservation,True,Azure_Managed_Redis_Flash_Optimized_A1500
USD,0.0,110668.0,110668.0,westus,US West,2026-03-01T00:00:00Z,00491587-9188-56de-aa45-3d25a3fe35d3,A1500 Cache Instance,DZH318Z0LKKN,DZH318Z0LKKN/02VF,Azure Managed Redis - Flash Optimized,A1500,Redis Cache,DZH314LP4PZS,Databases,1 Hour,Reservation,True,Azure_Managed_Redis_Flash_Optimized_A1500
USD,0.0,0.4224,0.4224,westus,US West,2023-07-01T00:00:00Z,00522ec2-53db-558a-b386-0aed97d5bd85,Dedicated V2 Streaming Unit/Job,DZH318Z0BQNN,DZH318Z0BQNN/0068,Stream Analytics,Dedicated V2,Stream Analytics,DZH316FDRQQJ,Analytics,1 Hour,Consumption,True,
USD,5840.0,0.150586,0.150586,westus,US West,2023-07-01T00:00:00Z,00522ec2-53db-558a-b386-0aed97d5bd85,Dedicated V2 Streaming Unit/Job,DZH318Z0BQNN,DZH318Z0BQNN/0068,Stream Analytics,Dedicated V2,Stream Analytics,DZH316FDRQQJ,Analytics,1 Hour,Consumption,True,
USD,730.0,0.180872,0.180872,westus,US West,2023-07-01T00:00:00Z,00522ec2-53db-558a-b386-0aed97d5bd85,Dedicated V2 Streaming Unit/Job,DZH318Z0BQNN,DZH318Z0BQNN/0068,Stream Analytics,Dedicated V2,Stream Analytics,DZH316FDRQQJ,Analytics,1 Hour,Consumption,True,
USD,0.0,0.00165,0.00165,westus,US West,2017-11-01T00:00:00Z,7b374b7d-8ba1-48a5-b113-3f10054c43fa,Read Operations,DZH318Z0BNWT,DZH318Z0BNWT/001W,Standard Page Blob v2,Standard GRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,False,
USD,0.0,0.0434,0.0434,westus,US West,2023-09-01T00:00:00Z,0056d634-a1a6-5c11-ba4c-2a7f102b7af3,B2s v2 Low Priority,DZH318Z0K9KD,DZH318Z0K9KD/01N4,Virtual Machines Bsv2 Series Windows,B2s v2 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B2s_v2
USD,0.0,0.0198,0.0198,westus,US West,2023-09-01T00:00:00Z,0056d634-a1a6-5c11-ba4c-2a7f102b7af3,B2s v2 Low Priority,DZH318Z0K9KD,DZH318Z0K9KD/01N4,Virtual Machines Bsv2 Series Windows,B2s v2 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,Standard_B2s_v2
USD,0.0,0.896,0.896,westus,US West,2025-05-01T00:00:00Z,00595764-3fa9-4ca3-b18a-0faabc30c934,D5 v2 Low Priority,DZH318Z0BPW9,DZH318Z0BPW9/003T,Cloud Services Dv2 Series,D5 v2 Low Priority,Cloud Services,DZH31671GG75,Compute,1 Hour,Consumption,True,Standard_D5_v2
USD,0.0,0.223,0.223,westus,US West,2025-05-01T00:00:00Z,00595764-3fa9-4ca3-b18a-0faabc30c934,D5 v2 Low Priority,DZH318Z0BPW9,DZH318Z0BPW9/003T,Cloud Services Dv2 Series,D5 v2 Low Priority,Cloud Services,DZH31671GG75,Compute,1 Hour,DevTestConsumption,True,Standard_D5_v2
USD,0.0,0.035,0.035,westus,US West,2017-10-01T00:00:00Z,0062de40-4940-4711-b7e4-7fc563043104,Cool RA-GRS Early Delete,DZH318Z0BPH7,DZH318Z0BPH7/004Z,General Block Blob v2,Cool RA-GRS,Storage,DZH317F1HKN0,Storage,1 GB,Consumption,True,
USD,0.0,0.024,0.024,westus,US West,2025-02-01T00:00:00Z,0066c2dd-b504-4ab4-92cd-d37be7585f11,A2 Low Priority,DZH318Z0BPRT,DZH318Z0BPRT/003P,Virtual Machines A Series,A2 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_A2
USD,0.0,2.327556,2.327556,westus,US West,2025-12-01T00:00:00Z,006ba6da-147b-51b5-b03c-56fdc8743121,E96ads v7 Spot,DZH318Z0TBL1,DZH318Z0TBL1/0244,Virtual Machines Eadsv7 Series Windows,E96ads v7 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E96ads_v7
USD,0.0,1.511479,1.511479,westus,US West,2025-12-01T00:00:00Z,006ba6da-147b-51b5-b03c-56fdc8743121,E96ads v7 Spot,DZH318Z0TBL1,DZH318Z0TBL1/0244,Virtual Machines Eadsv7 Series Windows,E96ads v7 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,Standard_E96ads_v7
USD,0.0,8.675,8.675,westus,US West,2026-06-01T00:00:00Z,006f84e5-646e-56d9-bad6-b0ee0e93f919,Standard_E64ds_v7,DZH318Z0V61C,DZH318Z0V61C/03PD,Virtual Machines Edsv7-series Linux,Standard_E64ds_v7,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E64ds_v7
USD,0.0,4.018536,4.018536,westus,US West,2025-06-01T00:00:00Z,9ee2d642-321a-4d70-8835-ce69abe3d50d,vCore,DZH318Z0BPXL,DZH318Z0BPXL/00SB,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,24 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_24
USD,0.0,0.0715,0.0715,westus,US West,2019-07-05T00:00:00Z,0078b85c-3ce1-409f-8e40-e55738b9bef8,Cool LRS List Operations,DZH318Z0BP09,DZH318Z0BP09/008G,Files v2,Cool LRS,Storage,DZH317F1HKN0,Storage,10K,Consumption,True,
USD,0.0,0.010193,0.010193,westus,US West,2025-11-01T00:00:00Z,007a5176-5fdb-558d-b134-babbdbe5804f,Automatic General Purpose,DZH318Z0RCC3,DZH318Z0RCC3/001H,Azure Kubernetes Service - Automatic,Automatic,Azure Kubernetes Service,DZH315HTQSK6,Compute,1 Hour,Consumption,True,Automatic
USD,0.0,3.248,3.248,westus,US West,2023-03-01T00:00:00Z,008439be-fb9f-51e5-bae0-58e341845d8a,vCore,DZH318Z0KDZJ,DZH318Z0KDZJ/001Z,Azure Database for PostgreSQL Flexible Server General Purpose Ddsv5 Series Compute,32 vCore,Azure Database for PostgreSQL,DZH3199QPQTD,Databases,1 Hour,Consumption,True,Standard_D32ds_v5
USD,0.0,0.00058,0.00058,westus,US West,2026-05-01T00:00:00Z,008a1111-48fa-5a8e-b510-59e1abc9eab3,V3.2 Inp glbl Tokens,DZH318Z0T7L1,DZH318Z0T7L1/01J6,Azure Deepseek Models,V3.2 Inp glbl,Foundry Models,DZH31600VF1F,AI + Machine Learning,1K,Consumption,True,V3.2 Inp glbl
USD,0.0,0.113812,0.113812,westus,US West,2026-09-01T00:00:00Z,008aced7-ced2-5601-8cce-f6261616e932,D4 v2/DS4 v2 Spot,DZH318Z0BQ34,DZH318Z0BQ34/026H,Virtual Machines Dv2 Series,D4 v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D4_v2
USD,0.0,0.00176,0.00176,westus,US West,2025-05-01T00:00:00Z,0091a4eb-5530-5578-abfa-b8376be50346,gpt-4.1-mini-ft mdl grdr opt Tokens,DZH318Z0HHG7,DZH318Z0HHG7/1Z0C,Azure OpenAI,gpt-4.1-mini-ft mdl grdr opt,Foundry Models,DZH31600VF1F,AI + Machine Learning,1K,Consumption,True,gpt-4.1-mini-ft mdl grdr opt
USD,0.0,0.993485,0.993485,westus,US West,2026-01-01T00:00:00Z,00940e19-b6d1-5d33-8cc3-ebd4d86d91f1,D96a v4/D96as v4 Spot,DZH318Z0CM2B,DZH318Z0CM2B/00RG,Virtual Machines Dav4 Series,D96a v4 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D96a_v4
USD,0.0,1.51,1.51,westus,US West,2021-07-01T00:00:00Z,0095e59c-53f5-5655-b82d-04f67071ccfa,100 DWU,DZH318Z0CHLR,DZH318Z0CHLR/000J,Azure Synapse Analytics SQL Provisioned DWU,DWU,Azure Synapse Analytics,DZH3194T4H8H,Analytics,1/Hour,Consumption,True,
USD,0.0,0.31915,0.31915,westus,US West,2025-09-01T00:00:00Z,009c388b-90b7-565a-8d08-c8d696997496,FX12ms v2 Spot,DZH318Z0H7F3,DZH318Z0H7F3/049P,Virtual Machines FXmsv2 Series,FX12ms v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_FX12ms_v2
USD,0.0,0.078725,0.078725,westus,US West,2025-09-01T00:00:00Z,009ca658-d399-5988-b55f-84e790891c0e,D8as v6 Spot,DZH318Z0DWTB,DZH318Z0DWTB/00QH,Virtual Machines Dasv6 Series,D8as v6 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D8as_v6
USD,0.0,0.349,0.349,westus,US West,2026-08-01T00:00:00Z,009f2a2a-33a9-5323-bb5b-8401ea10b9e9,EC8ascc v5 Low Priority,DZH318Z0BDLB,DZH318Z0BDLB/00B5,Virtual Machines ECasccv5 Series Windows,Standard_EC8as_cc_v5 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_EC8as_cc_v5
USD,0.0,0.101,0.101,westus,US West,2026-08-01T00:00:00Z,009f2a2a-33a9-5323-bb5b-8401ea10b9e9,EC8ascc v5 Low Priority,DZH318Z0BDLB,DZH318Z0BDLB/00B5,Virtual Machines ECasccv5 Series Windows,Standard_EC8as_cc_v5 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,Standard_EC8as_cc_v5
USD,0.0,0.09,0.09,westus,US West,2024-10-01T00:00:00Z,00a15ef0-2fda-58d3-b295-5f1343248ca3,Geo Replication Zone 1 Data Transfer,DZH318Z0BQFF,DZH318Z0BQFF/00HV,Event Hubs,Geo Replication Zone 1,Event Hubs,DZH318TR2LMQ,Internet of Things,1 GB,Consumption,True,Geo Replication Zone 1
USD,0.0,0.08353,0.08353,westus,US West,2025-09-01T00:00:00Z,00a3cd22-8934-5695-b933-95c2246fb963,D4ads v6 Spot,DZH318Z0F5F9,DZH318Z0F5F9/00V7,Virtual Machines Dadsv6 Series Windows,D4ads v6 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D4ads_v6
USD,0.0,0.049526,0.049526,westus,US West,2025-09-01T00:00:00Z,00a3cd22-8934-5695-b933-95c2246fb963,D4ads v6 Spot,DZH318Z0F5F9,DZH318Z0F5F9/00V7,Virtual Machines Dadsv6 Series Windows,D4ads v6 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,Standard_D4ads_v6
USD,0.0,1.74,1.74,westus,US West,2023-08-01T00:00:00Z,00a60f72-1acb-5c46-a294-11962ef4cce0,E20ads v5,DZH318Z0KF98,DZH318Z0KF98/0007,HDInsight Eadsv5 Series,E20ads v5,HDInsight,DZH317LH6RM4,Analytics,1 Hour,Consumption,True,E20ads v5
USD,0.0,0.0,0.0,westus,US West,2023-08-01T00:00:00Z,00a60f72-1acb-5c46-a294-11962ef4cce0,E20ads v5,DZH318Z0KF98,DZH318Z0KF98/0007,HDInsight Eadsv5 Series,E20ads v5,HDInsight,DZH317LH6RM4,Analytics,1 Hour,DevTestConsumption,True,E20ads v5
USD,0.0,2.189,2.189,westus,US West,2024-10-01T00:00:00Z,00a69583-c5f6-574f-bc63-51b53e1d9d01,E16-8ds v6,DZH318Z0GNHP,DZH318Z0GNHP/05TW,Virtual Machines Edsv6 Series Windows,E16-8ds v6,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16-8ds_v6
USD,0.0,1.453,1.453,westus,US West,2024-10-01T00:00:00Z,00a69583-c5f6-574f-bc63-51b53e1d9d01,E16-8ds v6,DZH318Z0GNHP,DZH318Z0GNHP/05TW,Virtual Machines Edsv6 Series Windows,E16-8ds v6,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,Standard_E16-8ds_v6
USD,0.0,110.24,110.24,westus,US West,2025-04-01T00:00:00Z,00a879e0-f555-53b4-aa7f-2722f716bc32,ND96isrH200v5,DZH318Z0LFX8,DZH318Z0LFX8/000V,Virtual Machines NDsrH200v5 Series,ND96isrH200v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_ND96isr_H200_v5
USD,0.0,529784.0,529784.0,westus,US West,2026-08-01T00:00:00Z,00a879e0-f555-53b4-aa7f-2722f716bc32,ND96isrH200v5,DZH318Z0LFX8,DZH318Z0LFX8/002L,Virtual Machines NDsrH200v5 Series,ND96isrH200v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,Standard_ND96isr_H200_v5
USD,0.0,1442470.0,1442470.0,westus,US West,2026-08-01T00:00:00Z,00a879e0-f555-53b4-aa7f-2722f716bc32,ND96isrH200v5,DZH318Z0LFX8,DZH318Z0LFX8/002K,Virtual Machines NDsrH200v5 Series,ND96isrH200v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,Standard_ND96isr_H200_v5
USD,0.0,0.0,0.0,westus,US West,2021-08-01T00:00:00Z,9193ed15-4501-41b5-adcb-46b2924d353e,Azure Maps Creator Dataset,DZH318Z0BQ9W,DZH318Z0BQ9W/002M,Azure Maps,Azure Maps Creator,Azure Maps,DZH315B3SJD3,Internet of Things,1,Consumption,False,
USD,0.0,3.863,3.863,westus,US West,2025-09-01T00:00:00Z,00b13b87-70e5-5286-9395-6f07917d5f23,P5mv4,DZH318Z0TFB3,DZH318Z0TFB3/006W,Azure App Service Premium v4 Plan - Linux,P5mv4,Azure App Service,DZH317GT8G5N,Compute,1 Hour,Consumption,True,Azure_App_Service_Premium_v4_Plan_Linux_P5mv4
USD,0.0,19966.0,19966.0,westus,US West,2025-09-01T00:00:00Z,00b13b87-70e5-5286-9395-6f07917d5f23,P5mv4,DZH318Z0TFB3,DZH318Z0TFB3/011T,Azure App Service Premium v4 Plan - Linux,P5mv4,Azure App Service,DZH317GT8G5N,Compute,1 Hour,Reservation,True,Azure_App_Service_Premium_v4_Plan_Linux_P5mv4
USD,0.0,38577.0,38577.0,westus,US West,2025-09-01T00:00:00Z,00b13b87-70e5-5286-9395-6f07917d5f23,P5mv4,DZH318Z0TFB3,DZH318Z0TFB3/011S,Azure App Service Premium v4 Plan - Linux,P5mv4,Azure App Service,DZH317GT8G5N,Compute,1 Hour,Reservation,True,Azure_App_Service_Premium_v4_Plan_Linux_P5mv4
USD,0.0,4.379,4.379,westus,US West,2024-10-01T00:00:00Z,00b4cd37-d674-5f81-ac92-c241e3c8d728,E32-8ds v6,DZH318Z0GNHP,DZH318Z0GNHP/05T6,Virtual Machines Edsv6 Series Windows,E32-8ds v6,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E32-8ds_v6
USD,0.0,2.907,2.907,westus,US West,2024-10-01T00:00:00Z,00b4cd37-d674-5f81-ac92-c241e3c8d728,E32-8ds v6,DZH318Z0GNHP,DZH318Z0GNHP/05T6,Virtual Machines Edsv6 Series Windows,E32-8ds v6,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,Standard_E32-8ds_v6
